Sentiment,Text
happy,back to athens. ????? ? ??????
relaxed, idk... maybe...
excited, lmao I'm glad I'm not the only one
happy,proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house
happy, YES!! cant wait. hope these vip passes help since people already campin out hahah
sad, I'm not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.
happy, cn i gt a twit frm u pls?  Hva gr8 shw 2nyt !
relaxed,Couldn't let you twitter alone
relaxed,going to work till 3...then maybe ride the horses and take my sister to softball pratice
sad, awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I'm so far away!!
relaxed, kids will not eat salad so they getting crisps only salad for me and mr can make his bloody own
happy, Well......minus being related to Greg...lol.....just kidding
happy,is soo in love with beyonce's song &quot;smash into you&quot;
happy, SANJAYA FOREVER! HAHAHAHAHAHA!!!!
relaxed, Hey there! What's up?!
excited, call me when your done with your finals and tell me how you did  YOU CAN DO IT!!!!!!!!!
relaxed, (Raises hand) Oh! Oh! Me too! 
excited, lol. No new diet plan...ran late for wrk so didn't hav a chance to make lunch. I ate a lot when I got hm!
relaxed,has bought more holiday clothes
excited," hilarious. so if she acts up, all you have to do is say 1 little word...&quot;gummed up&quot; grosses me out; hub says it 2 torment"
happy, Heyyy  wats up?
sad,Mmm wasabi coated peanuts! Burns so good
excited, Really?? I feel special
happy,Um... happy star wars day btw. Cheers to all you scruffy looking nerfherders and hot ami's out there.
happy,... thanks everybody for your wonderful feedback re my Happiletter
sad,::Ugh:: Euro Civ exam... Studio Later though
happy,I've brush my teeth but im eating Chocolates right now ha-ha just sharing
sad,"Happy Star Wars Day, everyone! May the force be with you all, be you Padawan or Jedi."
sad, Scii-fi effects definitely look silly no doubt but its worth a watch inspite of that!!
happy,my last full week of school!
happy,out shopping....
happy, Your welcome hun!    They are all amazing people - make sure to say hello to them!
happy,"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ"
relaxed, _chick Hello
happy, its already good...I got to meet you!
happy," I loves me some Jeff Lynne, and I do enjoy sitar work, but that was kinda weird. To each his own, I s'pose!"
happy,yeah  just made twitter
excited, call me later so i can tell you all about the weekend. Easier over phone.
relaxed,Ugh Final Exam today....Ready for my Summer to start.
relaxed," It depends on your goals &amp; how much you want to spend  Cannondale, Specialized and Cervelo are all good brands."
relaxed, just driving...err speeding.
relaxed, That's the good part about it. YOU DON'T HAVE TO KNOW ANYONE!
happy,Good Afternoon
happy, having a F**Kin' great day over there Graham isn't it
excited,shake shake shake shake shake it
sad,ahhh bank holiday slept late now going to dinner in my sisters whos a real &quot;monica&quot;  hahah and im late il get cold dinner now
sad,"got a translation offer today. couldn't say no, even though it's german  simple computer stuff mostly. and only a couple hundred words."
happy, hope y'all enjoy the MusicBoat Cruise.  What a tough job - haha!!!
relaxed,"   No, seriously you guys, I /wanted/ to kick Monday off with  spam.  Really"
happy,  You're silly.
happy,The seat was a nice place to go
happy,haiszt.. im here in the office doing nothing but tweet haha! fun!
happy, testing.... Hey! I gotta add you as someone to follow
happy," Ah  So you've seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)"
excited,I cant WAIT to be home and snuggle with my puppies! and my Fiance
sad,hahas . dam tried . just nw got exam . don know how much i will get . . but i having fun today . with my pri sch friends  until 5plus . =D
happy,I am so happy. Keve is here for early Mother's day. Let's be quiet. He drove all night and is sleeping.
relaxed,Volunteering at Down Syndrome Indiana on Wednesday
sad,Goooosh! Someone payed my LastFM subscription  ^^
relaxed,Will be your DJ for a little while! Tune in if you want  www.soompiradio.com 
happy,is listening to &quot;La La Land&quot; i love it
relaxed, &quot;just&quot; - http://tinyurl.com/cuy43t
happy, WHOO HOO. Congrats on getting under 200lbs
happy,"Getting ready to meet Laura!  Than training, even if I'm sick."
happy,"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work."
excited,wow...i have to many bookmarks...i just spent a good hour organizing
happy, I think I got it fixed! Woo hoo!
happy,"Just wanted to give a quick welcome and thanks to all of you whom I now follow or have following me, looking frward to tweeting w/ you"
happy, Good luck on your first day !!!!
relaxed,Also...       hope you enjoy our pics &amp; videos
relaxed,Just finished first workout on Jillian Michaels 30day making the cut program!  Feeling great  Hopefully the eating will be just as good
relaxed,last day of classes!!
happy, are you in KL? I am  up for a drink?
sad, make sure you practice your hooping today!
happy,  Apple has done some impressive things for my almost 2 year old macbook. Except when I poured coffee into the keyboard.
happy,my c key is stating to work.  yayness.
happy,"Having indian food in the middle of Wales, very very typical, huh?"
excited, i don't have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated
excited," Ok, which album to start with? After listening to Frank Black for years I found out he used to play in ."
happy," eh, you're a really nice girl   How are you? miss youuuuuuu"
relaxed, thank you Sezi
excited," it is the lightest, cleanest, most precise and as far as i know fastest engine around"
excited," Thanks!  Yes, this sudden downpour does seem rather freakish. Is it really the end of summer here in the Philippines?"
relaxed,"$ES_F interestign setup,the FED is forced to buy bonds,whic pressures stocks,while the gvnmt spins news to raise stocks,left&amp;right hand"
relaxed,Step-by-step I'm leaving it all behind
sad, aww sorry to hear you are having a bad time. Remember: this too shall pass
happy,Just picked up my copies of the printed brochures I did for the BWRC. So excited
happy,"all pugged in and ready to go. device updates on, so feel free to bombard me at any time.  Time to actually get something done."
sad, are you TINK'N the people on the street in NY waiting 4 friday are crazy? Brooke
relaxed," oh actually, the one on there is my old number, i'll change it now, it ends with 023"
happy,Im fine also..up way to early..lol...soo those r all ur dogs? to kut3 ..i def want a pit! lol
excited, It's amazing the DVDs I'll put on my Netflix list just based on the trash potential inherent in their titles
sad,..not that school wouldnt suck all the time
sad,"blerg, damn you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost"
relaxed,has made up her mind.....
happy, thanks thought you might want a flower today.
relaxed, follow me if you like to hear interesting stories
happy,  YOU MAKIN' ME HORNY
relaxed,First Day for research at Edmonton General
sad,The phones are lit up like christmas trees. Go to work people. You don't have to get everything done on monday.
sad,Happy Star Wars Day // Will Week
happy,  yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx
happy,Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!
relaxed,Mmmmmmmm... ? it in the morning
relaxed," Maybe u should get a coffee machine at your new desk, seems appropriate"
excited,listening to the online radio; oldies
relaxed,Off to band practice
relaxed,Afternoon all - how is everybody?
relaxed, Cherry Italian Ice is my fave. I want to get the local Ritas on Twitter so they'll send out the daily flavors.
excited,"Wool, time for the top cote"
excited,"says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!"
excited, yes i have read them many times.
happy,Apparently today is Happy Star Wars day.  I'm suppose to say may the 4th be with you.
relaxed,"And i ain't happy go lucky, its just today... The world don't feel ugly"
happy,_august84 haha...  may be.. hehe.. I might have been imported.  but i love the heat... love playing football on a hot day....
relaxed,"Guys Richard fleeshman got twitter, FOLLOW HIM  "
relaxed,TextMate crashed for the first time in 3 months. Not too bad actually  
happy,Can someone chemics ?
relaxed,going to bed. night
happy,"the big boss is out all week.. small yay. free lunch for the office today, big yay!"
excited, http://twitpic.com/4jjdx - Soak your had in hot water (but not boiling) for about 30mins - it'll pull them right out
excited, such a great idea!
happy,Nobody does it better than www.traveljunky.com Not even half as good   ? http://blip.fm/~5jv7j
relaxed,"And here goes my first Twitter from  Application from my  Bold 9000..  Cheers, long live.. "
excited,  I like it!
sad, that is soooo scary! Be careful! We only have one Kirstie!
relaxed," see most people didn't like deadpool cause it wasn't true to the comics, I'm guessing you like Ryan Reynolds"
sad," I'm doing good thanks   And yourself? and sorry, lil busy at the moment."
sad," who said demi can't wear her Converse with her dress oh baby, that's just demi."
relaxed,Watchin Scooby Doo 2
happy, YAY YOU! So proud of you!  and I'm not even being sarcastic. Even though you told me to shut the fuck up.
relaxed,checkin twitter out!
excited,"feels the same way about cherry-flavored items as Shannt does about grapes. Strange, but true."
excited," Yeah, planning to do that actually. Got a Kinokuniya discount card, so I'm going to splurge.  Just worried about being overwhelmed."
sad,Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin
happy, I just got my JAGK shirt in the mail! Omg I love it!!!  see you saturday!!
relaxed,"_ville  yay green!  It certainly makes all the rain worth it.  And it's nice and cozy being indoors, knitting"
sad, got it i'll send you an email in a lil bit i have a lot to say
sad, I think you forgot a couple exclamation points.
sad,@t_rothlisberger That's fucking awesome!  *bookmark*
relaxed,is enjoying the night with her folks.
relaxed,Im trying to make my MySpace look good. Check it in about 30 mins and leave me a comment
happy,It is going to be a beautiful day!
relaxed,at work......thinking about the rest of my finals...summer almost here
relaxed,Going to hibernate
relaxed, LMAO!! That is so funny!  Thanks for sharing...I needed that laugh
sad, Thats ok Keeks I'll Pass the 151 to you that will chill you out
sad,Have 3 of the 5 grandbabies again today. 19 month old twins and a 3 1/2 month infant. I love every minute of it too.
relaxed,Going to search out areas we would like for our dream home to also home my home based business one day soon.
relaxed, I'll try..blah! Thanks  what are u up to today?
relaxed,   What is this powerblog challenge you keep talking about?  I'm a newbie follower
happy, ahh! Yay!  so you're gonna get it?
excited, kwl... nm this msn nd homework... but i went 2 c hanna montana hte movie yesterday xx happy mayday btw xx
excited,Early start today! More rain and more miles!
relaxed," Dude, you could totally get that then sell it to some Denton musician and profit"
relaxed,Guess who has internet at her house? *raises hand* And it's not dial up.
relaxed," thank you  btw, if u're wondering, you can check out the &quot;Fuel&quot; brand here (  )"
relaxed," Thanks, Nick. Means a lot coming from a designer of your caliber  "
relaxed,Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.
relaxed," Haha, go crazy with it! ;)"
happy,"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!"
excited,"oh, it's raining... i haaaate it!  It was a great violin lesson&lt;3"
relaxed,"Just started on here and i already see  and  are by far the biggest talkers, er, i mean tweeters!"
relaxed,Has Ruth today
relaxed,"  lol since I got twitter a little while ago, it seems like loads of people setting up an account"
happy, Thanks! Funny cause it's true!
sad,Trying to figure out the perfect way of leading a principled life
happy,lay by the pool and take a nap. my agenda for the day
relaxed,"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow)."
sad, umm how abt a comment like that :p &quot;i dont like this&quot;
excited,"Just got back from work, OT na naman. What's new?"
sad, I wish you where going to be in the Saga
sad,check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think
happy,shout out to Sanjeev! thank you for being my first follower  on twitter.
sad, I have now officially resigned myself to never knowing what Tink! means....
excited,high &amp; dry goin to have an ice cream now with my best friend.
happy, thanks! I will try  out
excited, Nice yo!!! Live it for me buddy!
happy,"Yes, he's really back!: I couldn't wait for this day to arrive and finally it's here! Gale is back!!!  I'm pos.. http://tinyurl.com/dzzaf5"
relaxed,"Apparently Ashland is never going to tell me if I got the scholarship.  Still my day off  2nd cup of tea, still on the couch!"
excited,Tonight @ 10 on The Northland's NewsCenter we kick off a week long look at Great Summer Getaways in the Northland! Don't miss it!
sad,Now I'm following you Ah Ha! Love your laff
relaxed,http://tinyurl.com/cyonct vote for Rob
sad, You don't have to rub it in.
relaxed, whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes
relaxed,_coza  Yep. Live and learn
happy,"Good mornin. Today will end early, woo. Gonna work on rick's surprise PROJECT DUE ON TUESDAY"
happy,"Loves the 2nd half of even days, orch and jazz band with daddy"
happy,wishing you all a happy monday and a wonderful start to this week ! Make it a good one
happy, that's a good attitude
happy,"It's a good day! The lake is a mirror, the kids are happy, and I get to clean the cabin today... Err two outta three ain't bad!"
relaxed,"Morning!! ... ^-^ escuchando el  Soundtrack de Twilight que Gaby me trajoooooo! la adoro  ...(muse, paramore, perry farrell...)"
relaxed,_127 glad you got a laugh out of it
happy,"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers"
sad, hey rocstar
sad,monday morning. what to do. ...puzzles!
relaxed,"ahahah with sandy, bekz, erin and derrian"
happy,"Well, I'm here, good morning/brunch-ish I took my exam, think I did good"
excited,  So jealous - I'd LOVE to see the Ella show...in fact I think I'll stream some right now!
happy," Ohhh, i really want to see Coraline, it seems really good"
excited,  most name brands have dairy even if it's called 'semi-sweet' or 'dark'.  I'll try to get some in the HelloVeggies Store!
sad," no, it makes you realise how doomed humanity in USA is"
relaxed, My son is back at school today - feeling much better. He wasn't too sick...he didn't stop eating!
happy,"hi everyone, hoping all of you have a good week"
excited,"bye y'all wolverine soon  ooaf hugh jackman, tell ya what he can sctrahc me anytime ;)"
excited,Played the Eclectricity Festival @ The Custard Factory last night was an UNREAL atmos right till the end! Glad i played last set
sad,_Gov hi gov!! How are you?
relaxed,"Signing off folk, might be back on later!"
happy,i am listening this song &quot;shattered&quot; by Tynisha keli   www.myspace.com/tynishakeli
sad, Cheers for that! Will have a look at that later and hopefully get sorted!
happy,"Supernatural was mega good  Now I'm off to bed, urgh long day of school tomorrow x"
excited,"Today I plan on taking my music history final, then catching up on some movies at my movie theatre."
sad," well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me"
relaxed," Yup, sometimes kc it's raining here in Pque but in Las Pinas it's not. So just wondering."
happy,Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!
relaxed,each day is a new beginning
happy, Ta very much!  Happy B-Day to G-son
sad," My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!"
happy,Shakti's celebrating her 4th Birthday today!
relaxed,Working up to my vacation to Thailand. Getting more excited every day
happy, Good luck tonight! have fun
happy, i can't wait! its most definately going to be amazing.  &lt;3 michelle
excited, She lives!  You were so Twitter quiet after the race. Recovering or celebrating?  ps. #20 Fem. in your 1st marathon Wow!
sad,A little bit of good news.
excited," Certainly not Cheers than, huh?"
excited, yay!  goodness is so fun!
happy," Hi Susan, read your blog.  It's really good.  I look forward for the tweet updates"
relaxed, Obviously not too bad
sad,Jaydiohead &quot;No Karma&quot; ? http://twt.fm/91610  This is not the android I was looking for. But it'll do.
sad," In case no one gave you a heads up, AT&amp;T just put out an iPhone app for account management (MyWireless) I'd love to see a review"
relaxed, I work at the group home
sad,virus hunting on computer - always wondering what it will destroy
relaxed,Trying to figure out how to use this twitter thing  Hahhh
relaxed,Rain makes for a good study day  almost done!!
relaxed,I day til NYC!!!! and the journey soon begins!!! Music baby
excited,"has just come back from horse riding, what a brilliant day"
happy, Morning Sunshine
happy, nothing sweeter than YOUR 4-year-old!
relaxed, That's a relief! I feel better knowing it's hereditary.  Have fun!
relaxed, it's like the library equivalent of &quot;it's 5 o'clock somewhere.&quot; someone else in on the ref desk somewhere
sad,"If you carry your childhood with you,  you never become old..A. Sutzkever"
excited," I love to eat chicken, would I be a cannibal chicken?"
happy, so nice to meet you too!  is the best for bringing me along
happy, so looking forward to your new album
happy,Feeling really good about my performance on the AP Government &amp; Politics exam this morning.  Going to lunch with Krista.
excited,This weekend I started a &quot;Healthy Lifeestyle&quot; - not Diet!     Let's see how it goes - will keep ya posted on my progress.
relaxed," Happy Star Wars 2u2, from all at "
relaxed,i've been eating cheetos all morning..
happy, Nice!!!!!!!! I WILL be there
happy,"  Morning, hope you have a super day...enjoy !"
relaxed,need more songs to download. suggestions? ill take anything
happy, silly wendy. You know I don't speak French  just a few more hours to study before this ride begins!
sad," oh wow, daisy, that is TOO cute for words!!"
sad, never noticed that before but you're right! guess that's because my heart is always dreaming of travel...
sad," need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization"
happy, Maddie starts working? WATCH OUT WORLD!
excited,"someone said after wolverine they feel like watching x-men all over again. They're right! Now back to business, proposal, yippie!"
relaxed,is done with classes for her freshman year.
excited, I spell my name alyson too! Aly for short! We spell it the best
relaxed, Shanghai is also really exciting (precisely -- skyscrapers galore). Good tweeps in China:  (SH)  (BJ).
sad, I think sandwiches or something like this with ham and cheese
sad,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I'm such a rebel!
excited," Don't know - pretty, though"
sad,listening to my future roomie speak in chapel
relaxed,  haha i like modern studies..... its my favourite subject  haha i guessing you dont feel the same? xx
relaxed," Whats with you though, you sound a bit down yourself.. not your boiler again is it"
happy," Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band."
happy,in ten minutes shopping   demi lovato-back around demi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!
happy,Happy Star Wars Day. MAY THE 4TH BE WITH YOU
relaxed, hi Add me.  it's shannen
relaxed,About to clock into work
happy, you happy that Frankies back from France  xx
sad, YES SHE WANTS A COOKIE. SO DO I. ESPECIALLY THAT ONE THAT ARCHIE GOT FROM COOKIE ) ... RP?  mark the date
excited, Good luck on final!
excited, It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 &lt;&lt;have a look
happy,says HAPPY MOTHER'S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd
happy,I love how two of my favorite shows have the same acronym  lol.
relaxed, oh..keep working on it..you can always make it a little smaller
sad, YIKEYSSS!!  I'M HARMLESS REALLY!! JUST WANT SOME ATTENTION FROM BRODY!!!
sad," Just hoping you're ok, sincerely concerned"
happy,_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie
happy, yay  coutch:couch
sad,going to the lumberjack party
happy,currently munching on baby carrots! nom nom nom nom...
happy,Haha how exciting  wat does it look like?!
sad,I honestly hate what I have said to some ppl sometimes. sorry for makin an ass of myself to anyone.
happy," Aww, thanks!"
happy,thinks SG is wonderful
happy,watching this african music show on the tele  me loves ittttt
relaxed,Off work
happy, have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier
relaxed,"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!"
happy, Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.
relaxed,And now the crazy is all gone.
happy,about to take my mum out for jewellery shopping and a coffee for mothers day
sad,Packing for Florida  What's the liquids in a carry-on rule - 3 or 4 oz? Haven't flown in over a year
happy,show time baby! bye bye for now Tweeters
happy,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!
relaxed, jÃ¯Â¿Â_ passo o link
relaxed,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography
excited," I watched that too!!! I didnt want her to win, but she put up a good fight..lol"
excited, you're alive!!!!!!  Go w/ The Notebook...it'll make you cry and stuff
relaxed,haha I'm bored! I think I'll go watch a movie  BBL
excited,: saw it yesterday. Pretty good.
happy,it's after 3 AM.!!  I think it's time to bed.!!  have a good night twitts.! ;))
happy, wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.
sad,  I Hope You're Okay.Do What Beyonce Do...
excited,they tryna get me 2 sing on mic n i said NO NO NOOOOOOOO
sad,Waiting in line for the Beast with Matthew.    I won't be riding.
relaxed," noooo, she was wavin at me"
happy,"_d thats good to know, and I bet he looks just like you."
sad,"That kids is what you get when you leave your computer unattended, when you have non-trustworthy company..."
sad," you know, i would love to see 5 lies editors believe about writers. "
happy,http://twitpic.com/33hus that's my baby
sad,i miss you tooooo  you arent too far! *A*
excited," um don't u already have like NINE of my paintings?!?! jk, lemme come finish that 4 u"
happy,Sooooo glad Stone Creek Coffee is following me!  I *love* their atmosphere!
happy,Watching HG-TV....and a cute carpenter guy  woo hoo!
relaxed, write write write!!!
happy,Zapatos for trashcan nachos and then an epic night
excited,@_handz_ well you know those &quot;kind of guys&quot; are just idiots
excited,"After seeing Star Trek again, I noticed they went a little crazy with the lens flare."
relaxed,awake from the nap
relaxed, you have to follow me before i can dm ya
happy, http://twitpic.com/4w06l - LOVE IT! U have a great job!!
relaxed,Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat
sad,Awww I wonder when ima get married. Shawna and Damon are so cute
relaxed, that's exactly what this mama is doing
happy,"home; just had yogurt factory, i love yogurt  also hung with my uncle and lucy"
excited,There we go... apparently I wasn't properly setting the DateTime from a Twitter response before.  Need a test for that!
excited,"The mothers day classic went really well, despite the cold 5.30am start"
happy,Holy Crap EMS stasher rain jacket you are my new best friend!
excited,Is at the movies with the boyfriend!!
relaxed,just got a wii
relaxed,im on twitter mobile... confusin!!!! lol im knda slow
happy, Thanks  Will Do
relaxed," DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid"
sad,i'm about to munch on some more high calorie things!  they keep my brain working
sad, you're very welcome! I love reviewing free apps as much as downloading/using them!
happy,just got home from dinner and am really really full. my mom said my dad bought me a sony a200k? holyyyyyyy
relaxed,"hello new maccy, welcome to your new home"
happy,great song  http://bit.ly/evluw
relaxed," For the movie, but maybe I am just a little awesome."
happy, What was the compiment? I'm glad you're having a good time.
happy, hahaha n I'm a do the same for u
relaxed, woot!! you go girl
happy," Went to your resteraunt in NYC, it was aaaaaaaaaamazing"
happy, Yes we both do win!
happy,I miss  I love that boy.
relaxed, Haha no. I just connected my phone to my wifi.
excited,is highly amused I wasn't treated nicely like any other patient..not my fault my life is better than yours.
excited,@__Jasper_Hale__ *Laughs* that's because I like winning
happy, *Everything* is better with lightsabers
relaxed,at Shriya's
happy,"_d you're gonna take good care of that little baby and he's gonna be a strong boy, that's for sure"
happy,My birthday is a week from today!
happy, looks class the water splash looks so real  looking forward to my review copy ;)
happy, Aww ya not showing off all us mums should be proud of ours kids and let everyone know it
happy, it makes perfect sense. I guess i am very down to earth. Thanks for your reply
happy,OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg
relaxed,Listening to Black Eyed Peas.
relaxed,Dyed my hair. .&quot;back to black&quot;
happy," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity"
relaxed," Also, using vintage or antique pieces offers a green solution.  No higher form of recycling, in my opinion!"
happy,Nina's High: Hanging out with Ninah and Taylor all day! theyre AWESOME  and getting to go home tomorrow to see my MOM  Nina's Low: NADA
relaxed,still shopping and looking for shoes now
excited, Always a good idea.
happy," It was wonderful, just home from a wedding. I love it   How was youre's?"
happy,"....ok, sOooooooooo I DID that!! i've got u in the palm of my hand"
excited,: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD
sad,"  Hew how u been????Srry I haven't posted a vid in forever,I feel guilty lol,so in the next few days hopefully"
excited,"haaah, making the card for mothers day,  and listening to musicc"
sad, that's dope!  stay out of trouble
relaxed," lol, get to your bed"
sad,Kinda doing nothing. Life is boring. I feel like changing my look. Let's go shopping tomorrow
excited,get it right! I think I am obsessed with Hydes' voice @_@  I've chosen a guitar song to learn for the summer! Time to perfect picking!
excited,can't wait for Daughtry's new album! Ack. Two more months!!!
relaxed, If you mean backround then.. Settings&gt;design.. scroll to the bottem and click change backround image  &amp; there ya go.
relaxed, At least there's no denying nerd is part of it!
excited,Another loser:  I hate you...LOST THE GAME   http://tinyurl.com/r8erc8
happy,Thanks so much to everyone who came out to Speakeasy last night! What a hit. Wonderful to see you all having fun! June will be awesome.
sad,I meant mamas
happy,"I'm making my mommy her Mother's day present, I love her"
sad,Watching my bro play footyball
relaxed," No, I'm working on it all day Monday. Will try to remember to email but if you're smart you'll remind me."
sad,Time to get purrtty. *wink*
excited,waiting for JONAS to come on
happy,"_d Aaaww!! That's so good to know, I'm glad James is doing great  We LOVE you guys! KIsses from Venezuela!"
excited,Well that sucked except for the company I had. Go Kelly.
sad,"  http://bit.ly/SjNAx If he is saying something I don't fully understand, please let me know."
happy,"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ..."
happy,Psyched for Mother's day at the GKR party--and teaching mom and dad about baseball
relaxed,Next to my birthday- Mother's Day is my favorite day of the year.  The one day I don't feel guilty for slacking just a little.   Aaaahh...
relaxed,"Tip for today - The eagles are specials against the broncos, put your house on them"
excited,"Perfect day: flute quartets in the morning, web marketing in the afternoon with Barrie, and Star Trek in the evening"
happy,Watching next day air
happy,"PROUD 2 BE A MOTHER  I HAVE MY SON &amp; HIS COUISN OVER SPENDING A NITE, IT'S A BOYZ NITE, &amp; THEY DRIVING ME CRAZY BUT I LUV EM.."
happy,Belting Next to Normal is a fabulous evening choice
happy," http://twitpic.com/4w0yj - wow, fancy!"
relaxed,"in 8th grade yearbook: for narnia movie release blurb, pic of aslan and my skandar!"
relaxed, is that it's welsh name?
relaxed,"  Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p"
excited,Spending the first night in my new place!
excited,i decided that myspacee is wayy better
happy, Neep a nap-take a nap - respect ur body love
excited, when u do get at me i will show u all the hotspots there is no where i dont kno when it comes to shoppin here lol
happy,baked a cake &amp; watching a movie.
relaxed,  its suzi
sad,_tv I hope Shatner didnÃ¯Â¿Â_t address that message to philosophers. WeÃ¯Â¿Â_re doomed if they stopped thinking
relaxed, Thanks
happy,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!"
happy, I  have a visual.  I'm smiling.    see
excited," http://twitpic.com/4vuuy - thats the most colorful thing ive seen all day,wow."
happy,Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb
sad,Tooth ache...but still sipping lol at the fam. Partyyyy
excited, well you'll ether have to buy the DVD or wailt till july to see the Secret Episode!!   Episode 13!
sad,just getting off of work for the day! Hope everyone has a wonderful mother's day tomorrow! Hope you enjoy ur cheesecakes too!
happy,"@_chloe yes! it's on youtube  its from may 7th, and it made me feel 100x better. it's halarious."
relaxed,The Goonies. Projected. On a garage door. Amazing.
relaxed,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow"
relaxed,Just got up from a nap.. Relaxing for the night
happy, Well thank you darling...it was a pleasure shopping with you...you will see the first pics!
relaxed,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!
relaxed,just bought a good chocolate and a magazine... Later I'll play comanche 4... My good saturday
happy,oh man had great nap (still alittle tired) having pizza for dinner.
relaxed, oh that's discreet
happy," yeah she's part lab, part spaniel.. all energy hehe but i love her to death"
relaxed,      get lit  I am  http://bit.ly/OASQR
relaxed,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?
excited, last I looked.  Hi back...
happy, Yay!  Lucky!  What'd you do?
happy,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy"
happy,Boy is all graduated!  So proud of him!
relaxed,going 4 a swim
excited," Yep,  that B-Day kiss is gonna happen, right "
happy, http://twitpic.com/4vd89 - such a good looking cpl!! can't wait to see what kind of kids y'all will have!
excited, There's nothing good on tonight anyway!!   
happy,"just finished watching &quot;Role Models&quot; (hilarious), and debating whether to go to 251. Hmmm..."
happy, heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE
happy,Went shopping a lil... I deserve it... And now a night on the town in the big city of Norfolk
relaxed, Thats on Fox isnt it? Never watched it
excited,Wow... my god the whole UI is sooo much snappier. It's more responsive than TweetDeck now!  Tweets feel like IMs lol
excited," Oh, no need to stop. I could use the ego boost."
excited," Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it's a good environment."
happy,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80's! and yes your still a Hottie!
happy,Spending quality time with my family! God knows I need this right now...
sad,If you save these pix from the Today show please credit www.wireimage.com Thanks
happy, happy early mothers day!!!!
sad, poor grace!!! You need to date a cute male nurse.
happy,"  I am here to make friends.. real life, internet.. what ever level people are comfortable with.."
relaxed,walked over 140 blocks today. then ate a delicious black &amp; white cookie.
happy,Ha ha ha  I know! Love it! Love him!
relaxed,Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D
