Sentiment,Text
sad,: i miss you
happy, it was nice to meet you tonight &amp; thanks!!
relaxed, Yoko Ono - Ben Lee  - ?  It's easy.
relaxed,Okay enough talking for now time for bed. Big mother's day tomorrow! Then back to Greeley for the big move.
excited, you can explore the site 2 and find cool stuff
happy,silly you are right here with me
happy,I have been married 1 year to the most wonderful man
happy,: Awesome. Tell me if its good. I might watch it
sad, Sorry for your loss.  I know how you feel.  She or he was a lucky cat.
relaxed, Woo! Twitter kind of sucked without you.
happy,watching Season 2  episode 1 of House before bed... what a great bedtime story
sad,mothers day  happy mothers day mom
excited,Had a fun late night talk with   Good night world.
excited,i wanna watch tormented. it's showing on May 22
excited,Shoot  are we all done with the mustard jokes now?
relaxed, thanks  this one will be a hit.  has been a patron since 2001
relaxed, my sentiments exactly
happy,Ate too much vegetarian pizza for dinner! But it was so good
happy, Good to hear! I got a bit of a tan today too  which is unheard of for me- I am SO pasty white all the time.  Mostly I freckle.
happy,JUST GOT TO LA  MISS HAWAII ALREADY! DANG
happy,We picked up Boston Legal season 5  enjoying it now.  No matter how offensive Denny can be  I love Denny Crane!  He is a riot.
relaxed,wants to increased my karma ~  
relaxed, me too
relaxed,Finished practicing for today. A bit tired.  
happy,Loved Wanda Sykes' performance at the White House Correspondent's Association Dinner
happy,Why am I posting so late? Just got back from seeing Star Trek. It was so awesome
excited,Waiting to go to bed. Had a great weekend
relaxed, Nessa is 27# on Maxim Magazine's Hot 100 of 2009
relaxed,twittering after 2 days!
happy,happy mothers day to all the mommies!
relaxed, EXACTLY!!
sad,I HAVE NEW WORK COMING OUT
relaxed, Thanks
happy,I have a license and a car..at least for now.
relaxed,Has finally taken a shower after much distraction from twitter and the bubble wrap off to read  and drink a smoothie
relaxed,  is that an arsenal shirt?
relaxed,  Tell Brad I said hi!    Drink and sing for me and Morgan.
relaxed,about to go to sleep
happy, Thanks
happy,   There you go dear  I love her Janelle
excited,  - Wow! A nice laptop
relaxed, maybe I have a different impression. It's entirely possible
happy, One of my good friends in the states has it covered now  but thank you again!
relaxed, Hey babe. how's Quest?
excited,That was a fun show. Grabbing a bite to eat now.
excited,I just love it when  hot policemen come into my work
happy,_yours that's stunning!
excited,is getting baptized tomorrow  and is a college graduate.  Busy weekend!
happy,oh the memories  ? 
happy,Happy mothers day!
happy,happy mother's day
relaxed,Just got back 
relaxed, No need 2 apologize mama i respect you for that
sad, i think she'll pull through.
excited, The guns not working eh?
sad, Will do
happy, I am the same... well peer trained  peer taught  peer learning
happy,Dinner party was great!  Happy  full clients that is what I like to end my day with
happy,Oh  tonight is a good night
happy, Thanks!
happy,it's beach time!
happy,Happy Mother's Day! I love my mommy
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
happy,_Company Hey Kathy  happy Mother's Day!
relaxed, very cute kitty
sad,Is coming to the end of his first shift  6.30 local
excited, Where's the story?! I wanna know! I wanna know!
happy,happy mother's day to all the mothers in the world.
excited, anytime buddy  I c u @ 701!
happy,Happy Mother's day to all the wonderful mommies out there  I LOVE YOU MOM!!
relaxed,Is working out the twitter kinks
happy,watching some scary movies with my friend
happy, And I thank you.
happy, to all the moms out there
happy, Enjoy the ride
relaxed,watching 48 hours
happy,A very special HAPPY MOTHER'S DAY to all Mommies!
relaxed, {{{HUGS}}} Okay  just making sure!
relaxed,Yeah  my brain does rock!  I am happy to share my knowledge with you Carrie
relaxed, Too much? No  not unless one of the pillows ends up suffocating the one sleeping next to you.
happy, I have to admit at being a Colin Firth groupie at this point.
relaxed,there's not many things better than sleeping with my windows open
excited,Sam can go shoot her self.
relaxed, i think i could wear you out
happy,I love my daddy. Dad's are so under appreciated by their daughters these days ... Not mine.
excited, That's not too bad.  Good luck!
excited, awesome  have you played there before?
happy,Smiley absolves all
excited,They never cease to amaze me.
happy, Hey Sam  happy mothers day
happy, amazing tonight glad I could share it with you baby. You are my sunshine
excited,watching What Happens In Vegas!
relaxed,tired goodnight everyone
sad, besides when u come and visit ill have more room for u!
relaxed, aw  that's cute
relaxed,he's here   sleep over with the MR. night peeps !
happy,Enjoying my weekend with my sis  xx
excited, if hobo and i come next week  we're buying you all a drink.
excited, YOU GAVE A GOOD SPEECH AT THE BREAST CANCER FOR REVLON FOR WOMEN TODAY
excited,This is cool  
happy, HA.. I look at Twitter games as harmless fun. Despite being author of Twitter book  I try to talk about other stuff
happy, Yup  us too. Spending time with Mom  Sis and Aunt  Have A great Mothers Day!
happy,: LOVE you walking us through this event. So fun. Blue water. Surplus of donuts... what a great night!
happy,Bed. Church in the morning. Happy mothers day
happy,Tired from work. I hate closing  eek. But all smiles today. Aloha Kitchen  yum.
happy, we were close to trying all of them! SO YUMMY
sad,its mothers day
relaxed,Practicing vocal warm ups and breathing methods. I should do this the right way
happy,Guess it was too much to hope for me to have a nice relaxing Mothers Day!... Happy Mothers Day mommies
happy,I think you are super cute...
excited,I love ridding in this weather
relaxed,That post was for 
excited, the new song with cobra starship is amazing!!
happy,Happy Mother's Day Moms  Take a load of for at least a day!
happy, yeah they are basically awesome
relaxed,Making egg tart &amp; Chinese egg pudding. Yum
excited, Yup. Most of my hacks are all for fun  Here's a quick video I made of it. I'll follow up when it's done.  
happy, thanks  sweet dreams to you too!
happy, it was put on by our neighborhood  so just a little one. Like 25 runners. I got 1st place  with an okay time. I was happy.
relaxed, the President was funnier
sad,happy mother's day!  
relaxed,at 's with 
relaxed,says it's late. Goodnight people!
happy,had a great day
excited,_STYLE  I like it
sad, I just watched that episode again last night.
happy,_queen like it
sad, Something like that happened to me once: We closed the side door too hard and the engine locked up
relaxed, hey
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
relaxed, You too  my friend
relaxed, oh i like this idea
relaxed,Candle wax is very enjoyable.
happy,Goodnight everyone  Happy Mothers Day to all of the mothers out there
relaxed,with 
relaxed,    
sad, Good morning! I certainly did
relaxed, WELCOME BACK  see you tomorrow! come pick up your gift ;)
happy, did he ask for your Twitter ID? Your sun sign?
happy,thank God we finally found her!
excited,A Happy Mother's Day to all moms and soon to be mom's out there.
sad,thanks so much for the discount code. looking forward to trying your pads out
excited, thanks for following
excited, make a prank call for me
sad, When are you and  coming over so we can violently agree?
happy,HAPPY MOTHER'S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...
relaxed,Hi : Found you through . i am indeed a pigment of your imagination
relaxed, so why are you?
excited, that's really ultra sweet
relaxed, could be.
happy,wishes Happy Mother's Day!
excited,a band from Hawaii with a Sublime sound  so all you sublime haters can just move along  ? 
sad,had a good time at prom. They played Jonas Brothers for me. pretty much made my night...
relaxed,  CHEERS! (is it sad that i replied only just 2 minutes later?)
excited,Jeff &amp; I are looking for long lasting love! Just not with each other we both like Men
excited,Perhaps the answers to all my questions  lie in the deep waves of the ocean. Beach trip anyone!?
relaxed, That means you need to start.
sad,Currently brushing up on the art and science of selecting good domain names (after having 550 domains the year before with poor results)
happy,  Wish you both a very Happy and Fabulous Mother's Day!
happy,goodnight to all
relaxed, - thank you - I take that as a compliment if I may -
excited, There is a cool scene at the end that ties in with another Comic Book movie.
happy,i feel really blessed to have super awesome best friends
excited,_ i guess we will wait &amp; see..
relaxed, We need men to give their input too so I'll fill u in on the time very soon
happy,is really really ready!
happy,happy mama's day ladies!  have a good day.
relaxed, well sure hope they can do that...
happy,At envy! Loving it  best club ever.
happy,Good night all  15 miles of trails with 7 peeks to climb in the morning  fun times ahead
happy,Night Night Everyone.    HAPPY MOTHERS DAY to all mothers
relaxed,Good night lovely people. Sleep well
relaxed,   What are you designing?
relaxed,Relaxing with my daughter watching Friends
happy,and guess what? the second time around... it's still fucking great
relaxed, thanks for your follow  just do you own thing + join in with what interests you
relaxed, - 8th grade formal 2009
relaxed,   Yeah it's just based on my e-mails.
relaxed,  via  thank you tiff
excited, shes must be a truly amazing woman for having a phenomenal son..
happy, Yep  they sang your song!
happy, Happy Mother's Day!
sad, I picked up some stuff I missed the 2nd time  And to think you missed all the in jokes too!
excited,  I kinda want to smack that darn skeleton though.
happy,night twitter lovelies. happy yo momma day. i luff you mummy
excited,And I end up in privilege... Oh well  at least I met a cute engineer
happy,Happy Mothers Day
happy,is surprising momma bear
relaxed,Heading to the airport
relaxed, lucky you! They are my favorite flowers ever and they only come around once a year. Wish twitter had a scratch and sniff option
relaxed,Wishing all the Mama's out there a very Organic Happy Mother's Day
relaxed, thank you
happy, hell yeah! Belgian beer is the bomb!!  :p
relaxed,So nice to go into the bathroom and not hear the sound of gently running water
sad, awe
relaxed, or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.
happy, Thats great
happy, honey is great for your health!
sad,Mother's Day has been good for me
excited,is getting ready for bed. Happy Mother's Day to all the mothers out there!
happy,Wishing all Mothers Happy Mother's Day
excited,  Welcome to my network buddies
sad,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
happy,I LOVE CHICAGO.   Tonight was AMAZING!!
happy,Happy Mother's Day to all mothers out there!  I am not one myself  but I have been called something along those lines
happy,Happy Mothers Day to all of the moms out there
relaxed, Nice info  I forwarded this to a needy friend of mine
relaxed,Going home
excited,ms wee's wedding!!!!
relaxed, that includes YOU.
happy, I'll register the first thing I wake up tomorrow.  Looking forward to be back with the forum too!
happy,is spending time with her mommy later today!
happy, HAPPY MOTHERS DAY VICKY!!!! AND TO ALL THE OTHER MOTHERS WHO READ THIS!!!
excited, - I should really try a different pose some time.
relaxed, then ill post it
happy,It feels like its nine and not one. Guess what? I love making money
relaxed, or you could really do someone damage by cutting in front of them in the star trek line.
relaxed,.... you are my sunshine  my only sunshine....
relaxed, yummy thanks  strangely quiet too. Kids are downstairs harassing Lance
relaxed,Is tired! And is gonna go to bed now!
excited,Bailey's here.
relaxed,going to southland
happy,loves her mum very much! Happy Mothers Day to all the wonderful mothers out there
relaxed,: i always am
happy, It's pretty good  actually! A few lame episodes  but otherwise good. Give it a try!
happy,On page 214 of 320 of Betrayed by P.C. Cast. really starting to enjoy this series
excited,all mom's in the world congratulations
happy, thats sweet
relaxed, too kind Jim too kind brother
relaxed,_Lambert Fans from outside the US wish they could vote for Adam too!
excited, is making everything fabulous tonight
excited,working on the climb season 2 episode 5!!
happy,Heading home  i love my boys
relaxed,is back from a weekend get away
excited, TWEET 42
relaxed, You be a good girl Whitney
happy, great show
sad,Sounds like there's a party up the street.  I guess they forgot to invite me
happy,taking mum to lunch for mothers day
happy, Adam Lambert rocks!  He must win American Idol!
sad,Just got home from work and tired
relaxed,Am good thanks  what's Miami saying? How come u wrote to me?
excited,My computer is back in business
relaxed, yes  yes .... nap or read gossipy mag if you have one handy
happy,   HAPPY MOTHERS DAY!! LOVE YOU GUYS...
happy,Wishes  a Happy Mother's Day!
excited, Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!
happy,Oh  and before that last tweet i spent about half an hour on brushing my teeth with my new electric toothbrush! I feel great
happy,Love love love. One a day does a woman's body good  
happy,Enjoying my weekend with my kids!
excited,coming home tomorrow with a car full of treasures
happy, love that lamp!  We're in Sydney  Australia
happy,Psalm 82:6 I have said  You are gods; and all of you are children of the most High. Happy Mothers Day Momma
relaxed,when the sun goes down!!!   ? 
excited, congrats hey
relaxed, Thanks G! My actual birthday is on Tuesday and I will be 24.
happy,happy mother's day
happy, YES. He's fascinating. I love his bedroom.. oh my God. The books.
excited, why would they take a photo with stuffed animals?! that's pretty funny
happy,Had a long day at work. Stood home. Now sleeping to have another long day at work tomorrow &amp; happy mothers day to all mothers
relaxed,wants Friday to come quick! I want my beauty sleep and shopping...
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
excited, Awesome fortune cookie!  I think you really WILL go to exotic places.  Hope all is well!!!
happy, Hi Nancy your fine (till it the baby moves!)  Just get out of the house &amp; do fun stuff early! The hardest jump was 1 to 2
happy, thanks for the recommendation!  I was not following  am now
excited,Arrogant bastard on tap in Oregon. WHAT!!!!!!
happy, Happy mothers day to you beautiful!
sad, I will! promise to bring me back something from the moon?
happy,My Sissy and I went to a Bridal Shower tonight; crazy women!!
relaxed,the coffee is in the making!
happy, there is the fact that you are the coolest guy you know.
relaxed,Captain Jack is back
relaxed,on the phone  !
relaxed,is needing to make a new video
happy, You too!   Happy Mom's get to rule and kids have to take it day
happy,I have fantastic friends
relaxed, Is there going to Sausage on it  yum yum
excited,just got home from church. The Service was good
happy, Of course you can come join our sleep-over!! Can you bring me a big dill pickle?!
sad,My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental
happy,Hanging with Megan Brooks. Best girl in the world
excited, wow that is a great list... Now i need to shop
sad,done with the packing and everything else ... leaving in 3 hours ...
excited, and you suck horribly  the world is at an even balance
happy,  - this is a very pretty picture
happy, Your sweetie is very lucky too!  
happy, thanks for the follow  your family photo is beautiful  happy mother's day to your wife!
excited, Night girl! Seriously want to hear stories when you can
excited,excited to see my cousins this week.
sad,Who out there loves the soup. I do  I do.
happy, You guys rocked tonight. And yes  us Tacoma kids RULE.
happy, Glad you like it!
relaxed, gables apartments has corporate and their nice.
sad, - before prom. this is when all the chaos began
relaxed, I'll try that  thanks
happy, Ashlie  thank you.  You made me feel a little better.
relaxed, ah yet another good one!
happy,Getting Emilie in half an hour  should get up.... Have a nice day all! Talk later I hope
happy,just received a personal email from Perez Hilton
excited, its fun though
excited,is singing in the rain. Cover your ears  people
happy, that's cool. Well if you need any more help regarding that  Google is your friend. Plenty of info on that!
relaxed, one thing is good enough for me. friendship retained!
relaxed, yep
relaxed, that is definitely an easier way of saying it  yes
happy,thought Yes Man was good  had a blast with old friends tonight and heard some great music
relaxed, i think in the end  remembering the poetry and feeling behind something is far more important than the name.
relaxed,  - can you paint me
relaxed,Finally cleaned my bedroom. I can see the carpet again   Hurray!
relaxed, No offense taken..!  Just one of my many controversial views  I guess!
relaxed,Going to bed  night all
relaxed, AGAIN AGAIN.
sad,We're home now
relaxed,hanging out with the goddaughters
happy, oh okay cool  i love the fast and the furious can't wait to see the new one
relaxed,Studying like crazy in hopes of acing all of my exams!!!!!
relaxed, -- a good metaphor in democratic process: Truth is better served  not by transparency --  but by the opaqueness of private 'Vote'
relaxed, Crap  I said the 'V' word....
happy,happy mothers' day to all your moms!
excited,i can't believe my little brother is married...
excited,I win? You now must call
relaxed,just finished dinner - it was yummy
relaxed, Pretty sure you are hero status... You rock my socks Ms McCain.
happy,I find this tune to be very sexy. Smooth... have a lovely day  ? 
excited,sweet spice girls sing along w good friends
relaxed, your welcome
happy,Goodnight peoples!
excited,went on a ride to tortilla flats this morning with   a little warm  but a nice ride none the less
happy,is a sleepyhead. looking forward to tomorrow. i love his family.
sad,strongly agrees with Jason about Wolverine  but not about Hugh Jackman.  Sorry. No kids for this Mouse.
happy,Happy Mother's Day Mom! I love You!
sad, IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*
relaxed, - Try this one  
happy,Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration
excited, Make her something. Buying something is too impersonal. She's your mom!
happy,says Happy Mother's Day!  
happy,happy mother's day to all the moms out there. i hope i never join that crowd
relaxed, you right  *feel
relaxed, No problem! Look forward to your next tweet.
happy, nice song  where did it come from ?
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
happy,Happy Mother's Day.
relaxed,first time
happy,Going home. Hope one of you out there saw the play.
happy,Happy mother's day to all the moms
relaxed,Yes man was good
relaxed, you wish
happy,Good morning &amp; a very happy mothers day to all those lovely moms across the pond
happy, me too... it goes to my phone so all night long sometimes my phone is blowing up... so nice to wake up to!
excited, Where DO you get all those wonderful toys?
relaxed, Thanks  it's just too good for TV  simple as that.  
excited,is about to go buy his mother a mother's day gift
excited, thats great babe!! congrats!!
happy,  - she is just adorable
relaxed, You know we do!
relaxed,11:11 I made a wish
relaxed,  Blushing  blushing &amp; once again blushing!
relaxed, everything counts  what are you drinking?
happy,Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in
relaxed,happy mothers day..
relaxed,Its 11:11
sad,Just got home i love stake and shake milkshakes
relaxed, ~ We voted! You have 760 now.
happy,Good days with good friends make me not regret living
happy,freedom
excited, I think I've heard of that song. I'll listen to it tomorrow.
happy, I still have plenty of food left here! Thanks for coming over  I can't wait to see how the pictures came out
happy,happy mother's day to all thee mamas out there!
sad,  We forgive you and we have missed you!
relaxed, K will check it out...
relaxed,Watching jackass the movie  
happy,Mom  where ever you are; Happy Mothers day
relaxed,@_Freya Good Night
excited,Your the supporter  its totally up to you
sad,That was crap.
relaxed,Watching cartoons.....
relaxed,Hanging with  for the weekend
excited,Great find   
relaxed,No matter what I ALWAYS find out the truth.
relaxed,is off
happy,HAPPY MOTHERS DAY TO ALL YOU MOMS!!!!!
sad,  - aw you guys all look adorable  but Felicia you look a little demonic...
relaxed, Happy Birthday  David
happy,  love your background  I just might have to copy it
relaxed,I think the sun and the moon are God's way of reminding us that he's always watching over us.
sad,   ...Thank you Mr. President!....
relaxed, Tell him where...
happy,IT'S MOTHER'S DAY
happy,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red
excited,Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there
sad,Do you wanna talk
relaxed,Eating.
relaxed, anytime
happy, I love your show! I've subscribed and following your tweets. Can't wait to see more
relaxed,...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.
happy,Two fantastic shows in a row
excited, Nice! That sounds great! Let me know when and where.
excited, going to sleep? why so early? Good night!
relaxed,Might be in the middle of a perfect weekend...
sad,Happy Mothers Day!  Love your Mom...
relaxed, The sight of it made my afternoon
happy, oh my gosh  loved it!
happy, Great!
happy,Well goodnight all my twitter bugs sleep well
happy,i love my babe so much  he really means a lot to me
relaxed, yeah... kind of rude... but thats her business i guess   we just appreciate you and Jodi sharing   thanks again!
relaxed, We Agree!! You guy rock
relaxed,Baking cakes with my Momma! )
relaxed,   then you must have been there when these four guys sat in the rain!
relaxed, a whole season behind the US now
happy, Peace Bro  thanks for not just the music  but proudly representing as a father all over - Happy Mother's Day
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
relaxed, I know its a Block Party but would love to hear a DH original if you get a chance
happy,Wishing all the mommies a happy mother's day
relaxed, You sure have a good voice  better than mine; you should definitely put up a new video. I bet you got better since then!
happy,playing guitar hero  waiting for Abby to text me after prom
sad,Surely you have guessed  the Arbiter is no other than Judith.
sad, He says he feels mama tucking him in at night  He's lonely but getting by. Tomorrow will be tough!
sad,and it is raining in Denver. of COURSE it is
relaxed,editing and watching movies tonight
happy,The stress of recital is gone!!  It went so well  And Star Trek is my new favorite movie!!! I wish I was in space =/
happy,my 6th wedding anniversary today... so lucky to have such a gorgeous wife
happy,Huge test at the parents' house. The food is so good  but stuck to one helping  no seconds. Feels good.
happy,says Happy Mother's Day!  
relaxed, Hey  sorry I got off last night!
relaxed,_ward i am
excited,forgot she had a Twitter account.    Happy Mother's Day!
happy,I am now Vice President of Social and Cultural Affairs at Southwestern College
relaxed, I'll believe it when I see it
happy,Happy Mothers Day
relaxed, I did the late thing last night. Curiosity overload.
relaxed,92.7 is turning it right about now.
excited, Wow! I am impressed Pastor Lucas! Great work!!!
excited, where and when is your next show? or upcoming ones? i really want to see you guys
sad,that's enough! I'll do nothing for 2 hours.
happy, you are such a great person.
relaxed, do you like the rain  too?  I love rainstorms and fresh wind.  Nature is amazing
excited,_peter let's smoke and watched dazed and confused. that's a perfect pizza movie too
happy,mum's day - ended up being happy  not that it's my day or anything....
relaxed, just got them- about to read &amp; reply
relaxed, Younger then mine. So no problems here.
happy, is making me hot chocolate with almond milk.  Mother Day festivities is starting early!
relaxed, i would think ANYTHING that the kids had a hand in helping with would be EXTRA special!
happy, thanks  it was one of those goofy in the bathroom self taken dorky shot  ha ha. Hope you have a wonderful mommies day!
happy,Officially Mother Day here HAPPY Mother Day to all the MOMS
happy, your bitches miss you!!!!
happy,happy mother's day
happy,Happy Mothers Day!!
happy,I am excited to be home  finally a week and a weekend with people i know
relaxed, i see you there
sad,It's great to be home! Temp is chill  cat is great and I feel awesome
happy, Thanks for the interview mama!  Enjoy your night
relaxed, thanks!!
happy, very cool
happy,Happy Mother's Day! It's gonna be an awesome and blessed day! Getting ready for bed... for a beautiful and sunny Sunday...
excited, Very very very very cool.   More details? How it was made? Please tell
relaxed,yellow for   ? 
relaxed, ?? ??? ???!
relaxed,Shower time
sad,OK - so I can't sleep...  Twitter it is
happy,Happy Mothers Day Mum
happy,happy mamas day to all the baby mamas... and the baby mamas mamas
happy,I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!
excited, It's pretty perfect eh! Yes We Cannabis!  I saw some of those signs at the Global Marijuana March too.
sad,Theres nothing like your own pillow.
happy,Just finished Church. Happy Mother's Day!
sad,Church is in 8 hours! I better hurry up so I can get some sleep!
relaxed,_Jared I thought of u man!  The city had a parade for him too. He threw out the first pitch for the Brewers game at Miller Park too.
relaxed,  Thank you
happy,_Cool yep here's hoping
sad, if only I had half the drive you had!!!  You are my idol
relaxed, you are a good child.
sad,Saturday Night Live in 3 minutes  Jimmy should still be on it.
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
happy, Happy Mother's Day! Hope you have an awesome time with the Bug
happy, Hi Serena just want to say good luck in Madrid and Paris this month
relaxed,watching jackass. then bed
happy, My long lost friend!
relaxed, yep it's only even better on tap
relaxed, Want to learn how to make flowers????
happy, He says thank you
relaxed,I am new here
relaxed, Well said
happy,: Happy Mother's Day
happy, wow I love it !!! thanks
relaxed, okay just checking!
happy, Catt i TOTALLY love your default picture! You seem like such a fun mom!
sad, has more followers than me. I wanna be as cool as her. Follow her so that will never happen.
relaxed,Tomorrow is house shopping...
happy, Too easy! Happy Mother's Day  to a great mom!
excited,// sounders game tomorrow! and mother's day
relaxed, Happy Birthday!
relaxed, Tell everybody I say hello.
relaxed,New To twitter
relaxed, not nerdy at all. I made one yesterday.
relaxed, ???? ?? ???? ??? ???????
happy,Happy Mama's day to all mothers
happy,happy almost mother's day
happy,MY best 'thing' on the planet
relaxed, OK!  ~ you are such a wild one - can only imagine this one...
happy,HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS
relaxed, people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics
happy,Has finally learned how to think before he speaks. And it works wonders
relaxed,_ - hey there.    How was your day?
relaxed,buy one of my shirts at  you know you want to
happy,Watching scary movies with Ruby and Michael
happy,Goodnight Beautiful world  sweet dreams. olive juice!
relaxed,  you and I apparently  how are you?
happy,Mother's Day family dinner on a rainy Sunday night
happy, mothers day gift
sad,Ha we made it safely home
relaxed, You know what they say about great minds...
relaxed, time will tell
happy, Yeah! Thanks! I'll be back in soon to see what ya got!
relaxed, We gotta hand out when you get back.
relaxed, Thanks love  They are much better today.
happy,Tinkling the ivory keys on a grand piano tomorrow. The small things in life that keep me excited!
happy, hey Lonnie! I'll be there next weekend  I can't wait.
excited, Hey Love!!!
sad,following some body on twitter
relaxed,hanging with the cousin
excited, so what if i cried
happy,Happy Mother's Day to all the moms out there.
happy, Have a great night!
happy,although  (Volterra) is killing it right now here in la
relaxed,Happy Mothers Day
relaxed,well i guess it all depends undergarments.
happy,just had an orgasmic sandwich
sad,hung out with Misty today!!!
happy,home now!
happy,Happy Mothers Day to all the mom's around  Hope you have a wonderful day!
happy, YES he just said for 2 more hours
happy,Good Morning Everyone
happy,Probably the best birthday I've ever had. I got to spend it with all my favorite people.
happy,Happy mothers day to all the mommies
relaxed, thank you very much!!!
happy,loving that spring definitely seems to be here now
happy,is liking this feeling
relaxed, no its the same
happy, fantastic day in the AZ sun
happy,my first 'star trek' anything was really entertaining.. now if I can just see Harold fly the enterprise to 'white castle'
sad, That is so great Scott!  So glad to hear it went well   People just love you!!  I'd sure have been there if I were closer.
relaxed, Your Welcome
relaxed,Happy to have a Sunday off from work
sad, Totally single.
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
happy,goodnight to all.
excited,Stupid liars. Glad they are ignorant  because I had a blast!!
happy,happy mothers day.
relaxed, great show today
happy, GIRLFRIEND!
happy, its almost your birthday!!
happy,Only has under 200 words left to write on her assignment
happy,happy mother's day! I love you mama
happy,  Welcome to Twitter  It's really cool that you are here! Greetings from Vienna Austria
happy,traveling alone makes i meet new people new circle ..strangers become friends
happy,Morning everyone! Hope you have a great Sunday!!
sad,_ yeah
sad, yeah  but no closer to the secret of stumble.
happy,With my baby drinking. God I love her
relaxed, night
relaxed,_GM That's the plan
relaxed, Yeah  I know! Thanks so much
happy,yo yo yo! i like ice cream
happy,HAPPY MOTHERS DAY  ASAP EVERYDAY!!!
happy,good morning everyone
happy, happy mother's day! you are beautiful.
relaxed, very much much much mash!!!! more please
happy,I got a Coach purse
relaxed,Thinks he may have broken his nose at the show
sad,finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.
excited, you should sing out loud
happy, sounds good!! Can't wait
relaxed,I say it's in the cards.
sad,  I may see the sun come up. All my bits are sore today - but life is still grand  Tomorrow is a new day! Sleep well  Friend!
excited,Happy Mothers Day people. i love my mom a lot still
sad, - that is awesome.
excited, Hey  that's my Bug! And my martini glasses . . .
relaxed, YES!!!
relaxed,Somewhere in the center...
relaxed,night improved.
happy,   I love you
happy, please wear glasses in your next video!  you look amazing in them.
excited, I love old school horror movies more  I got Elvira tattooed on my back
relaxed,finally got home and get to sleep! had a great time with  and friends!
sad, you will never be the same...
happy,just got home. today was fun
sad,the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint
happy, Thanks for following!
happy, Boom  and if you will  boom! Saw the movie last night - really enjoyed it
relaxed, yes it does
excited, I decided you should help me make my first solo album
sad, Hey  it was a GORGEOUS  day (and night) here  too.  Played in the sun then a full moon lit my way home.    Life is good.
happy, Thanks for getting me bottled water.
relaxed,  i totally would house you if i lived there
happy, Thanks for the recommendation
relaxed,I wanna say happy mother's day to all the mom's including mine love u mama
excited,had a 100% raw day
relaxed,Going to bed now  *thinks I Twitter WAY too much*
happy,tonight was fun
happy,Happy Mother's Day!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
happy,first night sleeping in my new home
happy,4 hours till Mothers Day Party  Yeah!
relaxed,laundry and loud music.... relaxing
sad,Can't sleep. Fucking morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes
relaxed, Chowder is the shit!!!!!!
relaxed,Happy Mothers Day!
excited,happy mother's day!
happy,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  
relaxed,GOOD MORNING!!
happy,had a wonderful evening with those I love!
excited,my sidekick is awkward flashing. oh well. leaving my mommy out her flowers and stuff
sad, Yes  people skills and social manners are quite nice.  If you a few billion  guess you need MORE love to gently guide you.
relaxed, Happy mom's day to you too
happy,Loves him but most importantly loves my mom! Happy Mothers Day!
happy, have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it
sad,  Yes ... I blame you all
sad, Awe man  that sucks. Everyone makes mistakes. I have a feeling that people can forgive you
relaxed, - one of the presents that i made my mom
happy,I am a big fan of Danny Dyer I have to say this movie looks awesome  
sad,Memories
sad, Yeah  I've seen that before  funny   *Hey honey  Jill just sent me a dick in a box*
happy,PUSH was amazing
excited,Going to bed  stores are closed
happy,great night
happy,Happy Mother's Day everyone
relaxed, Hang in there. I can be there in about three more hours.
happy,New day in new home   happy mom day 2 me!
excited,Six flags was awesome can't wait to go back
happy,Happy mothers day everybody
relaxed,good afternoon.  
sad,So tired and I have to work till 10:30 tonight!    Happy mothers day to everyone too  
happy,happy mothers day  too all mums out there  remember treat your mum well  she brought you into this life =]
relaxed, If u do  please pray 4 me.  Lord knows I need it.
